394623,metro,"Gainesville, GA"
395202,metro,"Warner Robins, GA; GA"
394944,metro,"Oshkosh, WI; WI"
394849,metro,"Memphis, TN"
394935,metro,"Oklahoma City, OK"
395022,metro,"Richmond, VA"
395019,metro,"Reno, NV; NV"
394338,metro,"Asheville, NC; NC"
394995,metro,"Port St. Lucie, FL"
753917,metro,"Santa Maria-Santa Barbara, CA; CA"
394698,metro,"Huntsville, AL; AL"
394612,metro,"Fort Wayne, IN; IN"
395050,metro,"Salinas, CA; CA"
395183,metro,"Vallejo, CA; CA"
395015,metro,"Reading, PA; PA"
394421,metro,"Brownsville, TX; TX"
394746,metro,"Killeen, TX; TX"
394820,metro,"Manchester, NH; NH"
395048,metro,"Salem, OR; OR"
394327,metro,"Anchorage, AK; AK"
394520,metro,"Davenport, IL; IL"
394972,metro,"Peoria, IL; IL"
394898,metro,"Myrtle Beach, SC; SC"
394875,metro,"Montgomery, AL; AL"
395051,metro,"Salisbury, MD; DE"
394505,metro,"Corvallis, OR; OR"
394822,metro,"Manitowoc, WI; WI"
394910,metro,"New Orleans, LA"
394425,metro,"Buffalo, NY"
394658,metro,"Gulfport, MS; MS"
395146,metro,"Tallahassee, FL; FL"
395164,metro,"Trenton, NJ; NJ"
394589,metro,"Fayetteville, NC; NC"
394697,metro,"Huntington, WV; WV"
394576,metro,"Eugene, OR; OR"
395033,metro,"Rockford, IL; IL"
395010,metro,"Quincy, IL; IL"
394626,metro,"Gallup, NM; NM"
394764,metro,"Lake City, FL; FL"
394829,metro,"Marquette, MI; MI"
394752,metro,"Klamath Falls, OR; OR"
394825,metro,"Marinette, WI; WI"
394360,metro,"Baraboo, WI; WI"
395044,metro,"Rutland, VT; VT"
753866,metro,"Big Stone Gap, VA; VA"
395136,metro,"Sturgis, MI; MI"
395024,metro,"Rio Grande City, TX; TX"
394889,metro,"Mount Vernon, OH; OH"
394309,metro,"Albemarle, NC; NC"
394838,metro,"Mason City, IA; IA"
394819,metro,"Malone, NY; NY"
394503,metro,"Corsicana, TX; TX"
395124,metro,"Starkville, MS; MS"
394739,metro,"Kendallville, IN; IN"
394918,metro,"Nogales, AZ; AZ"
394398,metro,"Bogalusa, LA; LA"
394987,metro,"Plymouth, IN; IN"
394628,metro,"Gardnerville Ranchos, NV; NV"
394397,metro,"Blytheville, AR; AR"
395201,metro,"Wapakoneta, OH; OH"
394695,metro,"Huntingdon, PA; PA"
394482,metro,"Coldwater, MI; MI"
395087,metro,"Seymour, IN; IN"
394801,metro,"Logansport, IN; IN"
394992,metro,"Pontiac, IL; IL"
394663,metro,"Hannibal, MO; MO"
394888,metro,"Mount Vernon, IL; IL"
394690,metro,"Houghton, MI; MI"
395176,metro,"Union City, TN; TN"
395069,metro,"Sault Ste. Marie, MI; MI"
394745,metro,"Kill Devil Hills, NC; NC"
395046,metro,"Safford, AZ; AZ"
395012,metro,"Raleigh, NC"
395109,metro,"Spartanburg, SC; SC"
394579,metro,"Evansville, IN; IN"
394747,metro,"Kingsport, TN; TN"
395179,metro,"Utica, NY; NY"
394488,metro,"Columbus, GA; GA"
394771,metro,"Laramie, WY; WY"
395084,metro,"Seneca Falls, NY; NY"
395137,metro,"Sulphur Springs, TX; TX"
394815,metro,"Madison, IN; IN"
394886,metro,"Mount Pleasant, TX; TX"
394491,metro,"Columbus, NE; NE"
394419,metro,"Brookings, SD; SD"
394740,metro,"Kennett, MO; MO"
394388,metro,"Birmingham, AL"
394405,metro,"Boulder, CO"
395031,metro,"Rochester, NY"
394353,metro,"Augusta, ME; ME"
394376,metro,"Beeville, TX; TX"
395207,metro,"Washington, IN; IN"
394435,metro,"Camden, AR; AR"
394609,metro,"Fort Smith, AR; AR"
394543,metro,"Duluth, MN; MN"
394348,metro,"Atlantic City, NJ; NJ"
394851,metro,"Merced, CA; CA"
394310,metro,"Albert Lea, MN; MN"
394786,metro,"Lewisburg, TN; TN"
394708,metro,"Iron Mountain, MI; MI"
394640,metro,"Grand Rapids, MI"
394937,metro,"Olympia, WA; WA"
394323,metro,"Amarillo, TX; TX"
394387,metro,"Binghamton, NY; NY"
394725,metro,"Jesup, GA; GA"
394751,metro,"Kirksville, MO; MO"
395167,metro,"Tucson, AZ"
394661,metro,"Hammond, LA; LA"
394521,metro,"Dayton, OH"
394412,metro,"Bremerton, WA; WA"
394811,metro,"Lynchburg, VA; VA"
753875,metro,"Crestview-Fort Walton Beach-Destin, FL; FL"
395161,metro,"Topeka, KS; KS"
394813,metro,"Macon-Bibb County, GA; GA"
394454,metro,"Champaign-Urbana, IL; IL"
394415,metro,"Stamford, CT"
394312,metro,"Albuquerque, NM"
394464,metro,"Chico, CA; CA"
394974,metro,"Philadelphia, PA"
394308,metro,"Albany, NY"
394908,metro,"New Haven, CT"
394357,metro,"Bakersfield, CA"
394753,metro,"Knoxville, TN"
394561,metro,"El Paso, TX"
394367,metro,"Baton Rouge, LA"
394843,metro,"McAllen, TX; TX"
394486,metro,"Columbia, SC"
394304,metro,"Akron, OH"
753906,metro,"North Port-Sarasota-Bradenton, FL"
394726,metro,"Johnson City, TN; TN"
395209,metro,"Washington, DC"
394798,metro,"Little Rock, AR"
395134,metro,"Stockton, CA"
394565,metro,"Elkhart, IN; IN"
395247,metro,"Yuma, AZ; AZ"
395011,metro,"Racine, WI; WI"
394346,metro,"Athens, GA; GA"
395143,metro,"Syracuse, NY"
394931,metro,"Ogden, UT"
394748,metro,"Kingston, NY; NY"
394457,metro,"Charleston, SC"
394528,metro,"Daytona Beach, FL"
394531,metro,"Des Moines, IA"
394404,metro,"Boston, MA"
394484,metro,"Colorado Springs, CO"
395245,metro,"Youngstown, OH"
394352,metro,"Augusta, GA"
395075,metro,"Scranton, PA"
394666,metro,"Harrisburg, PA"
394957,metro,"Melbourne, FL"
395235,metro,"Winston-Salem, NC"
394460,metro,"Chattanooga, TN"
395018,metro,"Redding, CA; CA"
394896,metro,"Muskegon, MI; MI"
394553,metro,"East Stroudsburg, PA; PA"
395113,metro,"Spokane, WA"
395006,metro,"Provo, UT"
394768,metro,"Lancaster, PA; PA"
394871,metro,"Modesto, CA; CA"
395102,metro,"Sioux City, IA; IA"
394651,metro,"Greenville, NC; NC"
394997,metro,"Portland, ME; ME"
394549,metro,"Durham, NC"
395224,metro,"Wichita, KS"
395068,metro,"Santa Rosa, CA; CA"
394792,metro,"Lexington, KY; KY"
394761,metro,"Lafayette, LA; LA"
395025,metro,"Riverside, CA"
394976,metro,"Phoenix, AZ"
395078,metro,"Seattle, WA"
394865,metro,"Minneapolis-St Paul, MN"
395056,metro,"San Diego, CA"
395115,metro,"Springfield, MA"
394440,metro,"Fort Myers, FL"
394399,metro,"Boise City, ID"
395160,metro,"Toledo, OH"
394816,metro,"Madison, WI"
394766,metro,"Lakeland, FL"
394770,metro,"Lansing, MI; MI"
394590,metro,"Fayetteville, AR; AR"
394971,metro,"Pensacola, FL; FL"
395195,metro,"Visalia, CA; CA"
395151,metro,"Terre Haute, IN; IN"
394720,metro,"Janesville, WI; WI"
394710,metro,"Jackson, MI; MI"
395213,metro,"Watertown, NY; NY"
394596,metro,"Flint, MI; MI"
394572,metro,"Erie, PA; PA"
395009,metro,"Punta Gorda, FL; FL"
394386,metro,"Billings, MT; MT"
394406,metro,"Bowling Green, KY; KY"
394380,metro,"Bend, OR; OR"
394924,metro,"New London, CT; CT"
395065,metro,"Santa Cruz, CA; CA"
394306,metro,"Albany, GA; GA"
395193,metro,"Vineland, NJ; NJ"
394917,metro,"Niles, MI; MI"
394731,metro,"Kahului, HI; HI"
395229,metro,"Wilmington, NC; NC"
394741,metro,"Kennewick, WA; WA"
394645,metro,"Greeley, CO"
394946,metro,"Ottawa, IL; IL"
394523,metro,"Decatur, AL; AL"
394662,metro,"Hanford, CA; CA"
394707,metro,"Iowa City, IA; IA"
394873,metro,"Monroe, MI; MI"
394428,metro,"Burlington, NC; NC"
394814,metro,"Madera, CA; CA"
394723,metro,"Jefferson City, MO; MO"
394453,metro,"Chambersburg, PA; PA"
394870,metro,"Mobile, AL; AL"
394439,metro,"Canton, OH; OH"
394372,metro,"Beaumont, TX; TX"
395152,metro,"Texarkana, TX; TX"
394660,metro,"Hagerstown, WV; MD"
395000,metro,"Pottsville, PA; PA"
394598,metro,"Florence, AL; AL"
394493,metro,"Concord, NH; NH"
395066,metro,"Santa Fe, NM; NM"
394727,metro,"Johnstown, PA; PA"
395163,metro,"Traverse City, MI; MI"
394515,metro,"Dalton, GA; GA"
394860,metro,"Midland, TX; TX"
394685,metro,"Homosassa Springs, FL; FL"
394351,metro,"Auburn, AL; AL"
394480,metro,"Coeur d'Alene, ID; ID"
395117,metro,"Springfield, OH; OH"
394483,metro,"College Station, TX; TX"
395119,metro,"St. George, UT; UT"
395079,metro,"Vero Beach, FL; FL"
394930,metro,"Odessa, TX; TX"
394900,metro,"Napa, CA; CA"
395170,metro,"Tupelo, MS; MS"
394368,metro,"Battle Creek, MI; MI"
394719,metro,"Jamestown, NY; NY"
394577,metro,"Eureka, CA; CA"
394361,metro,"Barnstable Town, MA; MA"
394595,metro,"Flagstaff, AZ; AZ"
394810,metro,"Lumberton, NC; NC"
395215,metro,"Wausau, WI; WI"
394756,metro,"La Crosse, WI; WI"
394879,metro,"Morgantown, WV; WV"
394803,metro,"Longview, TX; TX"
394429,metro,"Burlington, VT; VT"
395002,metro,"Prescott, AZ; AZ"
394633,metro,"Glens Falls, NY; NY"
395232,metro,"Winchester, VA; VA"
394679,metro,"Hickory, NC; NC"
395120,metro,"St. Joseph, MO; MO"
394321,metro,"Altoona, PA; PA"
394905,metro,"New Bern, NC; NC"
395053,metro,"Salt Lake City, UT"
394802,metro,"London, KY; KY"
394800,metro,"Logan, ID; UT"
394668,metro,"Harrisonburg, VA; VA"
394374,metro,"Beckley, WV; WV"
394824,metro,"Mansfield, OH; OH"
395217,metro,"Weirton, OH; OH"
394635,metro,"Goldsboro, NC; NC"
394728,metro,"Jonesboro, AR; AR"
395094,metro,"Sherman, TX; TX"
753895,metro,"Lafayette-West Lafayette, IN; IN"
394333,metro,"Anniston, AL; AL"
395128,metro,"Staunton, VA; VA"
394765,metro,"Lake Havasu City, AZ; AZ"
394893,metro,"Muncie, IN; IN"
394307,metro,"Albany, OR; OR"
394474,metro,"Cleveland, TN; TN"
395089,metro,"Sheboygan, WI; WI"
753924,metro,"Urban Honolulu, HI"
394390,metro,"Bismarck, ND; ND"
394949,metro,"Owensboro, KY; KY"
394901,metro,"Naples, FL; FL"
394546,metro,"Dunn, NC; NC"
394880,metro,"Morristown, TN; TN"
394734,metro,"Kankakee, IL; IL"
394423,metro,"Brunswick, GA; GA"
394932,metro,"Ogdensburg, NY; NY"
395028,metro,"Roanoke, VA; VA"
395162,metro,"Torrington, CT; CT"
395118,metro,"St. Cloud, MN; MN"
395054,metro,"San Angelo, TX; TX"
394857,metro,"Michigan City, IN; IN"
753890,metro,"Holland, MI; MI"
394778,metro,"Lawrence, KS; KS"
395169,metro,"Tulsa, OK"
394646,metro,"Green Bay, WI; WI"
394524,metro,"Decatur, IL; IL"
753915,metro,"Salem, OH; OH"
394369,metro,"Bay City, MI; MI"
394788,metro,"Lewiston, ME; ME"
395039,metro,"Roseburg, OR; OR"
395095,metro,"Show Low, AZ; AZ"
394852,metro,"Meridian, MS; MS"
394396,metro,"Bluefield, WV; WV"
394518,metro,"Danville, VA; VA"
394794,metro,"Lima, OH; OH"
753872,metro,"California-Lexington Park, MD; MD"
102001,metro,United States
394619,metro,"Fresno, CA"
394796,metro,"Lincoln, NE; NE"
394602,metro,"Fort Collins, CO"
394680,metro,"Hilo, HI; HI"
394960,metro,"Panama City, FL; FL"
394620,metro,"Gadsden, AL; AL"
394513,metro,"Cumberland, MD; MD"
394804,metro,"Longview, WA; WA"
395222,metro,"Whitewater, WI; WI"
394599,metro,"Fond du Lac, WI; WI"
394709,metro,"Ithaca, NY; NY"
394340,metro,"Ashtabula, OH; OH"
394630,metro,"Gettysburg, PA; PA"
394980,metro,"Pine Bluff, AR; AR"
395168,metro,"Tullahoma, TN; TN"
395023,metro,"Richmond, KY; KY"
394302,metro,"Adrian, MI; MI"
395173,metro,"Twin Falls, ID; ID"
394501,metro,"Corning, NY; NY"
394392,metro,"Blacksburg, VA; VA"
394716,metro,"Jacksonville, NC; NC"
395090,metro,"Shelby, NC; NC"
394580,metro,"Fairbanks, AK; AK"
394823,metro,"Mankato, MN; MN"
395038,metro,"Rome, GA; GA"
394441,metro,"Cape Girardeau, MO; MO"
394689,metro,"Hot Springs, AR; AR"
394655,metro,"Greenwood, SC; SC"
395140,metro,"Sunbury, PA; PA"
394808,metro,"Lubbock, TX; TX"
394729,metro,"Joplin, MO; MO"
394559,metro,"El Centro, CA; CA"
394311,metro,"Albertville, AL; AL"
394821,metro,"Manhattan, KS; KS"
394911,metro,"New Philadelphia, OH; OH"
394907,metro,"New Castle, PA; PA"
394407,metro,"Bozeman, MT; MT"
394882,metro,"Moses Lake, WA; WA"
394847,metro,"Meadville, PA; PA"
394373,metro,"Beaver Dam, WI; WI"
753912,metro,"Pinehurst-Southern Pines, NC; NC"
394411,metro,"Branson, MO; MO"
394941,metro,"Opelousas, LA; LA"
394988,metro,"Pocatello, ID; ID"
394755,metro,"Kokomo, IN; IN"
394699,metro,"Huntsville, TX; TX"
394986,metro,"Plattsburgh, NY; NY"
394516,metro,"Danville, IL; IL"
394644,metro,"Great Falls, MT; MT"
395231,metro,"Wilson, NC; NC"
394511,metro,"Cullman, AL; AL"
394936,metro,"Olean, NY; NY"
394350,metro,"Auburn, NY; NY"
394925,metro,"Oak Harbor, WA; WA"
394682,metro,"Hinesville, GA; GA"
395205,metro,"Warsaw, IN; IN"
394938,metro,"Omaha, NE"
395077,metro,"Searcy, AR; AR"
394489,metro,"Columbus, IN; IN"
395027,metro,"Roanoke Rapids, NC; NC"
394452,metro,"Centralia, WA; WA"
753928,metro,"Wisconsin Rapids-Marshfield, WI; WI"
394955,metro,"Palatka, FL; FL"
394884,metro,"Mount Airy, NC; NC"
395246,metro,"Yuba City, CA; CA"
394994,metro,"Port Angeles, WA; WA"
753883,metro,"Greenfield Town, MA; MA"
394897,metro,"Muskogee, OK; OK"
394614,metro,"Frankfort, KY; KY"
395126,metro,"Statesboro, GA; GA"
394866,metro,"Minot, ND; ND"
395088,metro,"Shawnee, OK; OK"
394922,metro,"North Wilkesboro, NC; NC"
394647,metro,"Greeneville, TN; TN"
394600,metro,"Forest City, NC; NC"
394539,metro,"Dover, DE; DE"
394555,metro,"Eau Claire, WI; WI"
394832,metro,"Marshall, TX; TX"
394587,metro,"Farmington, MO; MO"
394456,metro,"Charleston, IL; IL"
394343,metro,"Athens, OH; OH"
394899,metro,"Nacogdoches, TX; TX"
394562,metro,"Elizabeth City, NC; NC"
394305,metro,"Alamogordo, NM; NM"
395016,metro,"Red Bluff, CA; CA"
395105,metro,"Somerset, KY; KY"
394496,metro,"Coos Bay, OR; OR"
395071,metro,"Sayre, PA; PA"
394939,metro,"Oneonta, NY; NY"
394605,metro,"Fort Madison, IA; IA"
394982,metro,"Pittsburgh, PA"
394998,metro,"Portland, OR"
753903,metro,"Marietta, OH; OH"
395049,metro,"Salina, KS; KS"
394787,metro,"Lewiston, ID; ID"
395092,metro,"Shelton, WA; WA"
753893,metro,"Jefferson, GA; GA"
394629,metro,"Georgetown, SC; SC"
394759,metro,"Laconia, NH; NH"
394365,metro,"Batavia, NY; NY"
394362,metro,"Barre, VT; VT"
394750,metro,"Kinston, NC; NC"
395131,metro,"Sterling, IL; IL"
394956,metro,"Palestine, TX; TX"
395189,metro,"Vicksburg, MS; MS"
394989,metro,"Point Pleasant, WV; WV"
395063,metro,"Sanford, NC; NC"
395157,metro,"Tiffin, OH; OH"
394509,metro,"Crossville, TN; TN"
395061,metro,"San Luis Obispo, CA; CA"
753920,metro,"Sonora, CA; CA"
394444,metro,"Carson City, NV; NV"
394432,metro,"Calhoun, GA; GA"
395216,metro,"Waycross, GA; GA"
394933,metro,"Oil City, PA; PA"
394622,metro,"Gainesville, FL; FL"
394621,metro,"Gaffney, SC; SC"
394721,metro,"Jasper, IN; IN"
394878,metro,"Morgan City, LA; LA"
394940,metro,"Ontario, OR; OR"
394844,metro,"McComb, MS; MS"
395029,metro,"Rochelle, IL; IL"
395073,metro,"Scottsboro, AL; AL"
394652,metro,"Greenville, OH; OH"
394625,metro,"Galesburg, IL; IL"
395204,metro,"Warrensburg, MO; MO"
394608,metro,"Fort Polk South, LA; LA"
394592,metro,"Fernley, NV; NV"
394471,metro,"Clarksville, TN; TN"
394447,metro,"Cedar Rapids, IA; IA"
395125,metro,"State College, PA; PA"
394359,metro,"Bangor, ME; ME"
394314,metro,"Alexandria, LA; LA"
394547,metro,"Durango, CO; CO"
394985,metro,"Platteville, WI; WI"
394717,metro,"Jacksonville, TX; TX"
394566,metro,"Elko, NV; NV"
395122,metro,"St. Marys, GA; GA"
394571,metro,"Enterprise, AL; AL"
394742,metro,"Kerrville, TX; TX"
394906,metro,"New Castle, IN; IN"
395097,metro,"Sidney, OH; OH"
394504,metro,"Cortland, NY; NY"
394527,metro,"Del Rio, TX; TX"
394919,metro,"Norfolk, NE; NE"
395208,metro,"Washington, NC; NC"
394446,metro,"Cedar City, UT; UT"
394375,metro,"Bedford, IN; IN"
394377,metro,"Bellefontaine, OH; OH"
394842,metro,"McAlester, OK; OK"
394903,metro,"Natchez, MS; MS"
394883,metro,"Moultrie, GA; GA"
394667,metro,"Harrison, AR; AR"
395037,metro,"Rolla, MO; MO"
394545,metro,"Duncan, OK; OK"
394785,metro,"Lewisburg, PA; PA"
395155,metro,"Thomasville, GA; GA"
394379,metro,"Bemidji, MN; MN"
394947,metro,"Ottumwa, IA; IA"
394954,metro,"Pahrump, NV; NV"
395083,metro,"Selma, AL; AL"
394409,metro,"Bradford, PA; PA"
753865,metro,"Bardstown, KY; KY"
394426,metro,"Burley, ID; ID"
394654,metro,"Greenwood, MS; MS"
394384,metro,"Big Rapids, MI; MI"
394319,metro,"Alma, MI; MI"
394548,metro,"Durant, OK; OK"
395221,metro,"Wheeling, OH; OH"
395228,metro,"Willmar, MN; MN"
395081,metro,"Sedalia, MO; MO"
394639,metro,"Grand Junction, CO; CO"
394961,metro,"Paragould, AR; AR"
395230,metro,"Wilmington, OH; OH"
394779,metro,"Lawrenceburg, TN; TN"
394560,metro,"El Dorado, AR; AR"
394537,metro,"Dothan, AL; AL"
394558,metro,"El Campo, TX; TX"
394567,metro,"Ellensburg, WA; WA"
753916,metro,"Sandpoint, ID; ID"
394449,metro,"Celina, OH; OH"
394833,metro,"Marshalltown, IA; IA"
395219,metro,"West Plains, MO; MO"
753877,metro,"Cullowhee, NC; NC"
395026,metro,"Riverton, WY; WY"
394383,metro,"Berlin, NH; NH"
394981,metro,"Pittsburg, KS; KS"
394526,metro,"Defiance, OH; OH"
394624,metro,"Gainesville, TX; TX"
394550,metro,"Dyersburg, TN; TN"
394507,metro,"Crawfordsville, IN; IN"
394554,metro,"Easton, MD; MD"
394914,metro,"Newberry, SC; SC"
394300,metro,"Ada, OK; OK"
394671,metro,"Hattiesburg, MS; MS"
394894,metro,"Murray, KY; KY"
394382,metro,"Bennington, VT; VT"
394840,metro,"Mayfield, KY; KY"
394438,metro,"Canton, IL; IL"
394772,metro,"Laredo, TX; TX"
394499,metro,"Corinth, MS; MS"
394341,metro,"Astoria, OR; OR"
394973,metro,"Peru, IN; IN"
394506,metro,"Coshocton, OH; OH"
394916,metro,"Newton, IA; IA"
753898,metro,"Logan, WV; WV"
394370,metro,"Bay City, TX; TX"
394366,metro,"Batesville, AR; AR"
753922,metro,"Summit Park, UT; UT"
753864,metro,"Arkansas City-Winfield, KS; KS"
394777,metro,"Laurinburg, NC; NC"
394535,metro,"Dixon, IL; IL"
394315,metro,"Alexandria, MN; MN"
394915,metro,"Newport, TN; TN"
394481,metro,"Coffeyville, KS; KS"
394536,metro,"Dodge City, KS; KS"
394413,metro,"Brenham, TX; TX"
394569,metro,"Emporia, KS; KS"
753892,metro,"Jackson, OH; OH"
395196,metro,"Wabash, IN; IN"
394433,metro,"Cambridge, MD; MD"
394812,metro,"Macomb, IL; IL"
395187,metro,"Vernal, UT; UT"
394648,metro,"Greensboro, NC"
394835,metro,"Martin, TN; TN"
394417,metro,"Brookhaven, MS; MS"
394335,metro,"Arcadia, FL; FL"
394525,metro,"Decatur, IN; IN"
753894,metro,"Junction City, KS; KS"
753878,metro,"Dayton, TN; TN"
394557,metro,"Effingham, IL; IL"
395184,metro,"Valley, AL; AL"
394670,metro,"Hastings, NE; NE"
394730,metro,"Juneau, AK; AK"
394320,metro,"Alpena, MI; MI"
395100,metro,"Silver City, NM; NM"
394381,metro,"Bennettsville, SC; SC"
395185,metro,"Van Wert, OH; OH"
395154,metro,"Thomaston, GA; GA"
394436,metro,"Campbellsville, KY; KY"
394430,metro,"Butte, MT; MT"
394331,metro,"Angola, IN; IN"
394494,metro,"Connersville, IN; IN"
394337,metro,"Arkadelphia, AR; AR"
394418,metro,"Brookings, OR; OR"
394805,metro,"Los Alamos, NM; NM"
753874,metro,"Craig, CO; CO"
394942,metro,"Orangeburg, SC; SC"
394462,metro,"Cheyenne, WY; WY"
394706,metro,"Indianola, MS; MS"
753879,metro,"Elkins, WV; WV"
394774,metro,"Las Vegas, NM; NM"
394846,metro,"McPherson, KS; KS"
395093,metro,"Sheridan, WY; WY"
395206,metro,"Washington Court House, OH; OH"
394853,metro,"Merrill, WI; WI"
753901,metro,"Ludington, MI; MI"
394410,metro,"Brainerd, MN; MN"
394733,metro,"Kalispell, MT; MT"
394858,metro,"Middlesborough, KY; KY"
394508,metro,"Crescent City, CA; CA"
395086,metro,"Sevierville, TN; TN"
394325,metro,"Ames, IA; IA"
394921,metro,"North Vernon, IN; IN"
394601,metro,"Forrest City, AR; AR"
394606,metro,"Fort Morgan, CO; CO"
394864,metro,"Mineral Wells, TX; TX"
753871,metro,"Breckenridge, CO; CO"
394356,metro,"Bainbridge, GA; GA"
753884,metro,"Hailey, ID; ID"
753926,metro,"Weatherford, OK; OK"
395211,metro,"Watertown, SD; SD"
394642,metro,"Grants, NM; NM"
394704,metro,"Indiana, PA; PA"
394568,metro,"Elmira, NY; NY"
394892,metro,"Mountain Home, ID; ID"
394322,metro,"Altus, OK; OK"
395181,metro,"Uvalde, TX; TX"
394791,metro,"Lexington, NE; NE"
395159,metro,"Toccoa, GA; GA"
395138,metro,"Summerville, GA; GA"
753909,metro,"Ottawa, KS; KS"
394912,metro,"New Ulm, MN; MN"
394470,metro,"Clarksdale, MS; MS"
395175,metro,"Ukiah, CA; CA"
394604,metro,"Fort Leonard Wood, MO; MO"
394556,metro,"Edwards, CO; CO"
394830,metro,"Marshall, MN; MN"
394854,metro,"Mexico, MO; MO"
395248,metro,"Zanesville, OH; OH"
394869,metro,"Moberly, MO; MO"
394529,metro,"Deming, NM; NM"
394395,metro,"Bloomsburg, PA; PA"
394776,metro,"Laurel, MS; MS"
395042,metro,"Russellville, AR; AR"
394584,metro,"Fallon, NV; NV"
394818,metro,"Magnolia, AR; AR"
395110,metro,"Spearfish, SD; SD"
394674,metro,"Heber, UT; UT"
394402,metro,"Boone, NC; NC"
753921,metro,"Steamboat Springs, CO; CO"
394498,metro,"Cordele, GA; GA"
394831,metro,"Marshall, MO; MO"
753911,metro,"Ozark, AL; AL"
394793,metro,"Liberal, KS; KS"
394784,metro,"Levelland, TX; TX"
394868,metro,"Mitchell, SD; SD"
395212,metro,"Watertown, WI; WI"
394859,metro,"Midland, MI; MI"
394326,metro,"Amsterdam, NY; NY"
395130,metro,"Sterling, CO; CO"
394959,metro,"Pampa, TX; TX"
395241,metro,"Yankton, SD; SD"
395240,metro,"Yakima, WA; WA"
395227,metro,"Williston, ND; ND"
394478,metro,"Clovis, NM; NM"
394945,metro,"Oskaloosa, IA; IA"
394641,metro,"Grants Pass, OR; OR"
394371,metro,"Beatrice, NE; NE"
394403,metro,"Borger, TX; TX"
395014,metro,"Raymondville, TX; TX"
394564,metro,"Elk City, OK; OK"
394638,metro,"Grand Island, NE; NE"
394544,metro,"Dumas, TX; TX"
394676,metro,"Helena, AR; AR"
395003,metro,"Price, UT; UT"
753914,metro,"Port Lavaca, TX; TX"
394616,metro,"Freeport, IL; IL"
395239,metro,"Worthington, MN; MN"
394979,metro,"Pierre, SD; SD"
394427,metro,"Burlington, IA; IA"
394578,metro,"Evanston, WY; WY"
394541,metro,"DuBois, PA; PA"
394951,metro,"Oxford, MS; MS"
394718,metro,"Jamestown, ND; ND"
395004,metro,"Prineville, OR; OR"
395135,metro,"Storm Lake, IA; IA"
394678,metro,"Hereford, TX; TX"
753908,metro,"Othello, WA; WA"
394867,metro,"Missoula, MT; MT"
394817,metro,"Madisonville, KY; KY"
394594,metro,"Fitzgerald, GA; GA"
394841,metro,"Maysville, KY; KY"
394700,metro,"Huron, SD; SD"
394342,metro,"Atchison, KS; KS"
753880,metro,"Fairfield, IA; IA"
395112,metro,"Spirit Lake, IA; IA"
753905,metro,"Newport, OR; OR"
